uid,age,age_group,profession,marital_status,education,default,housing,loan,gender,balance,membership,charges,customer_contacts,attrition
1036109,54,50s,manufacturing,divorced,graduate,no,yes,no,male,$50k - $100k,gold,246,4,1
1036110,61,60s,manufacturing,single,graduate,no,no,no,male,Over $250k,platinum,81,2,0
1036111,53,50s,unemployed,single,graduate,no,yes,yes,male,$50k - $100k,gold,31,0,0
1036112,36,30s,management,single,high school,no,yes,no,female,$50k - $100k,gold,157,8,0
1036113,51,50s,technician,married,graduate,no,yes,no,male,$50k - $100k,gold,165,0,0
1036114,24,20s,unemployed,divorced,college,no,yes,no,female,$10k - $50k,silver,331,3,1
1036115,40,40s,management,married,high school,no,yes,no,male,$100k - $250k,platinum,8,2,1
1036116,28,20s,administration,divorced,graduate,no,yes,no,female,$10k - $50k,silver,364,3,1
1036117,32,30s,manufacturing,single,graduate,no,no,yes,male,$100k - $250k,platinum,169,0,0
1036118,28,20s,unemployed,divorced,high school,no,yes,no,female,Under $10k,silver,308,3,1
1036119,35,30s,management,single,high school,no,yes,no,female,Over $250k,platinum,65,0,0
1036120,38,30s,entrepreneur,married,graduate,no,yes,no,male,$50k - $100k,gold,97,0,0
1036121,42,40s,manufacturing,married,graduate,no,yes,no,male,$50k - $100k,gold,62,0,0
1036122,51,50s,manufacturing,married,graduate,no,no,no,female,$100k - $250k,platinum,97,1,0
1036123,27,20s,manufacturing,married,graduate,no,yes,no,female,Over $250k,platinum,175,0,0
1036124,25,20s,unemployed,divorced,graduate,no,no,no,female,$10k - $50k,silver,230,3,1
1036125,35,30s,manufacturing,single,graduate,no,yes,no,female,$10k - $50k,silver,98,0,0
1036126,28,20s,administration,married,graduate,no,yes,no,female,Over $250k,platinum,1,0,0
1036127,43,40s,administration,single,graduate,no,yes,no,female,$50k - $100k,gold,140,2,0
1036128,35,30s,consulting,married,graduate,no,no,no,male,Over $250k,platinum,108,1,0
1036129,33,30s,manufacturing,single,college,no,yes,no,female,$100k - $250k,platinum,68,0,0
1036130,43,40s,management,married,graduate,no,no,no,female,Over $250k,platinum,32,1,0
1036131,58,50s,management,divorced,high school,no,yes,no,male,$50k - $100k,gold,327,4,1
1036132,49,40s,manufacturing,married,graduate,no,yes,no,male,Over $250k,platinum,82,0,0
1036133,44,40s,manufacturing,married,college,no,no,yes,male,$50k - $100k,gold,81,1,0
1036134,41,40s,technician,single,graduate,no,no,no,female,Over $250k,platinum,172,5,0
1036135,49,40s,management,married,high school,no,no,no,male,$10k - $50k,silver,52,0,0
1036136,39,30s,manufacturing,married,graduate,no,yes,no,male,Over $250k,platinum,107,0,1
1036137,52,50s,consulting,divorced,graduate,no,yes,yes,male,$50k - $100k,gold,224,4,1
1036138,59,50s,administration,divorced,graduate,no,yes,no,female,$10k - $50k,silver,356,3,1
1036139,31,30s,management,married,graduate,no,no,no,male,Over $250k,platinum,114,1,0
1036140,50,50s,management,single,high school,no,yes,no,male,$10k - $50k,silver,180,0,0
1036141,56,50s,administration,divorced,graduate,no,yes,no,female,$10k - $50k,silver,364,3,1
1036142,43,40s,technician,single,high school,no,yes,no,female,Over $250k,platinum,101,0,0
1036143,31,30s,manufacturing,married,graduate,no,yes,no,female,$10k - $50k,silver,21,0,0
1036144,52,50s,self_employed,married,high school,no,no,no,male,$100k - $250k,platinum,163,8,0
1036145,56,50s,administration,married,unknown,no,yes,no,female,$100k - $250k,platinum,32,2,1
1036146,52,50s,management,married,high school,no,no,yes,female,$100k - $250k,platinum,144,0,0
1036147,25,20s,self_employed,single,unknown,no,no,no,male,$50k - $100k,gold,33,7,0
1036148,27,20s,technician,married,graduate,no,no,yes,male,$100k - $250k,platinum,98,7,0
1036149,29,20s,manufacturing,married,college,no,yes,no,male,$100k - $250k,platinum,36,0,1
1036150,52,50s,consulting,married,graduate,no,no,no,female,$100k - $250k,platinum,145,1,0
1036151,59,50s,executive,married,graduate,no,no,no,female,Over $250k,platinum,54,0,1
1036152,50,50s,management,married,high school,no,yes,no,male,$10k - $50k,silver,48,1,0
1036153,56,50s,self_employed,single,high school,no,no,no,female,Over $250k,platinum,160,0,0
1036154,38,30s,manufacturing,single,college,no,no,no,female,$100k - $250k,platinum,144,2,0
1036155,51,50s,entrepreneur,married,graduate,yes,no,yes,male,$100k - $250k,platinum,33,1,0
1036156,37,30s,administration,single,unknown,no,yes,no,male,$50k - $100k,gold,66,0,0
1036157,36,30s,self_employed,married,graduate,no,no,no,male,Over $250k,platinum,5,6,0
1036158,44,40s,technician,married,graduate,no,yes,no,male,$100k - $250k,platinum,173,1,0
1036159,30,30s,management,single,high school,no,yes,no,male,$50k - $100k,gold,10,1,0
1036160,46,40s,management,single,high school,no,yes,no,female,Over $250k,platinum,91,0,1
1036161,44,40s,management,married,high school,no,no,no,male,$100k - $250k,platinum,75,2,0
1036162,26,20s,administration,single,graduate,no,no,no,female,$50k - $100k,gold,161,0,0
1036163,34,30s,consulting,single,graduate,no,yes,no,male,$50k - $100k,gold,63,0,0
1036164,57,50s,administration,divorced,graduate,no,yes,no,female,$10k - $50k,silver,226,3,1
1036165,59,50s,retired,married,college,no,no,no,male,$100k - $250k,platinum,85,1,1
1036166,59,50s,retired,divorced,graduate,no,no,no,male,Over $250k,platinum,97,2,0
1036167,34,30s,technician,married,graduate,no,yes,no,male,$50k - $100k,gold,98,1,0
1036168,37,30s,management,single,high school,yes,yes,no,male,Over $250k,platinum,55,0,0
1036169,50,50s,administration,divorced,unknown,no,no,no,male,$100k - $250k,platinum,110,0,0
1036170,28,20s,consulting,married,graduate,no,yes,no,male,$100k - $250k,platinum,143,0,0
1036171,33,30s,consulting,married,graduate,no,yes,no,female,Over $250k,platinum,16,1,0
1036172,44,40s,management,divorced,high school,no,no,yes,male,$100k - $250k,platinum,177,2,0
1036173,27,20s,entrepreneur,married,graduate,no,yes,no,female,Over $250k,platinum,50,0,0
1036174,41,40s,executive,married,college,no,no,no,male,$100k - $250k,platinum,79,0,1
1036175,23,20s,administration,divorced,graduate,no,yes,no,female,$10k - $50k,silver,264,3,1
1036176,38,30s,technician,married,graduate,no,yes,yes,male,$10k - $50k,silver,22,1,0
1036177,46,40s,management,divorced,graduate,no,no,no,female,Over $250k,platinum,97,1,0
1036178,47,40s,manufacturing,married,graduate,no,yes,no,male,$10k - $50k,silver,97,2,0
1036179,52,50s,manufacturing,single,college,yes,yes,no,male,$10k - $50k,silver,128,0,0
1036180,49,40s,administration,married,graduate,no,yes,no,female,$50k - $100k,gold,101,0,0
1036181,47,40s,retired,married,graduate,no,no,no,male,Over $250k,platinum,79,0,0
1036182,30,30s,management,single,high school,no,no,no,female,$50k - $100k,gold,5,1,0
1036183,54,50s,manufacturing,married,college,no,yes,no,male,$100k - $250k,platinum,48,1,0
1036184,36,30s,consulting,single,graduate,no,yes,no,female,$10k - $50k,silver,82,0,0
1036185,26,20s,unemployed,divorced,college,no,no,no,female,$10k - $50k,silver,324,3,1
1036186,44,40s,technician,single,college,no,yes,yes,male,$10k - $50k,silver,53,0,0
1036187,36,30s,executive,single,graduate,no,yes,no,female,$100k - $250k,platinum,55,5,0
1036188,20,20s,unemployed,divorced,high school,no,no,no,female,Under $10k,silver,349,3,0
1036189,52,50s,technician,divorced,graduate,no,no,no,male,Over $250k,platinum,174,0,1
1036190,30,30s,self_employed,single,high school,no,no,no,female,$50k - $100k,gold,105,8,0
1036191,52,50s,manufacturing,married,graduate,no,no,yes,male,$10k - $50k,silver,81,1,0
1036192,56,50s,management,divorced,high school,no,yes,no,female,$50k - $100k,gold,306,4,1
1036193,33,30s,entrepreneur,single,graduate,no,yes,no,female,$10k - $50k,silver,173,0,0
1036194,44,40s,management,divorced,graduate,no,no,no,male,Over $250k,platinum,26,0,0
1036195,34,30s,consulting,single,high school,no,yes,no,male,Over $250k,platinum,95,0,0
1036196,35,30s,technician,married,graduate,no,yes,no,male,$50k - $100k,gold,2,6,0
1036197,70,70s,retired,divorced,graduate,no,no,no,male,$100k - $250k,platinum,81,5,0
1036198,28,20s,management,single,graduate,no,no,no,male,Over $250k,platinum,84,5,0
1036199,45,40s,technician,married,graduate,no,no,no,male,$50k - $100k,gold,94,1,0
1036200,31,30s,administration,single,graduate,no,yes,no,female,$10k - $50k,silver,10,5,0
1036201,24,20s,unemployed,divorced,graduate,no,yes,no,female,Under $10k,silver,200,3,1
1036202,21,20s,unemployed,divorced,graduate,no,yes,no,female,Under $10k,silver,296,3,1
1036203,50,50s,management,divorced,high school,no,yes,no,female,$50k - $100k,gold,252,4,1
1036204,39,30s,unemployed,single,graduate,no,yes,no,male,$50k - $100k,gold,19,0,0
1036205,39,30s,administration,married,graduate,no,yes,no,female,Over $250k,platinum,100,1,0
1036206,60,60s,entrepreneur,married,college,no,no,no,male,$10k - $50k,silver,35,0,1
1036207,55,50s,technician,married,college,no,yes,no,female,$10k - $50k,silver,175,2,0
1036208,34,30s,executive,married,graduate,no,yes,no,male,Over $250k,platinum,83,0,0
1036209,49,40s,manufacturing,married,graduate,no,yes,no,female,$100k - $250k,platinum,179,0,1
1036210,32,30s,technician,married,graduate,no,yes,yes,male,$50k - $100k,gold,0,0,0
1036211,22,20s,unemployed,divorced,graduate,no,yes,no,female,Under $10k,silver,219,3,1
1036212,50,50s,management,married,high school,no,no,no,female,$100k - $250k,platinum,171,2,0
1036213,24,20s,consulting,single,graduate,no,yes,no,male,$100k - $250k,platinum,104,0,0
1036214,30,30s,consulting,single,graduate,no,yes,no,female,$10k - $50k,silver,130,0,0
1036215,55,50s,management,married,graduate,no,no,no,male,Over $250k,platinum,169,0,0
1036216,42,40s,technician,married,graduate,no,yes,no,female,Over $250k,platinum,91,6,0
1036217,43,40s,management,divorced,high school,no,no,no,female,$100k - $250k,platinum,116,7,0
1036218,38,30s,manufacturing,single,graduate,no,no,yes,female,$10k - $50k,silver,63,0,0
1036219,58,50s,manufacturing,single,college,no,yes,no,male,$100k - $250k,platinum,7,0,0
1036220,61,60s,retired,married,graduate,no,no,no,female,$10k - $50k,silver,50,5,0
1036221,34,30s,manufacturing,single,graduate,no,yes,no,male,Over $250k,platinum,28,2,1
1036222,41,40s,technician,married,high school,no,no,no,female,$10k - $50k,silver,170,1,0
1036223,30,30s,manufacturing,single,college,no,yes,no,female,$50k - $100k,gold,76,2,0
1036224,42,40s,technician,single,graduate,no,no,yes,female,Over $250k,platinum,127,1,0
1036225,44,40s,management,single,high school,no,no,no,female,$10k - $50k,silver,87,1,0
1036226,41,40s,executive,married,college,no,yes,no,female,$10k - $50k,silver,159,0,0
1036227,43,40s,technician,married,graduate,no,no,no,female,$10k - $50k,silver,17,2,0
1036228,59,50s,unknown,single,graduate,no,no,no,male,$10k - $50k,silver,139,0,0
1036229,22,20s,consulting,single,graduate,no,no,no,female,$50k - $100k,gold,176,7,0
1036230,55,50s,administration,divorced,graduate,no,yes,no,female,$10k - $50k,silver,258,3,1
1036231,32,30s,management,married,graduate,no,no,no,female,Over $250k,platinum,36,0,0
1036232,50,50s,administration,divorced,graduate,no,yes,no,female,$10k - $50k,silver,338,4,1
1036233,52,50s,consulting,divorced,graduate,no,yes,no,male,$50k - $100k,gold,366,4,1
1036234,56,50s,manufacturing,divorced,college,no,yes,no,female,$50k - $100k,gold,271,4,1
1036235,35,30s,management,single,high school,no,no,no,male,$10k - $50k,silver,110,1,0
1036236,45,40s,manufacturing,single,college,yes,no,yes,male,$50k - $100k,gold,67,0,0
1036237,52,50s,administration,divorced,graduate,no,yes,no,female,$50k - $100k,gold,321,4,1
1036238,35,30s,manufacturing,married,graduate,no,yes,no,female,$100k - $250k,platinum,31,1,0
1036239,27,20s,entrepreneur,married,high school,no,no,yes,female,$10k - $50k,silver,73,5,0
1036240,59,50s,retired,married,graduate,no,yes,no,female,Over $250k,platinum,24,0,0
1036241,54,50s,administration,divorced,high school,no,yes,no,female,$10k - $50k,silver,336,3,1
1036242,52,50s,administration,divorced,high school,no,yes,yes,female,$10k - $50k,silver,345,3,1
1036243,42,40s,technician,divorced,graduate,no,no,no,female,Over $250k,platinum,52,1,0
1036244,52,50s,manufacturing,divorced,college,no,yes,no,male,$50k - $100k,gold,241,4,1
1036245,28,20s,unemployed,divorced,college,no,no,no,female,Under $10k,silver,354,3,1
1036246,60,60s,manufacturing,married,college,no,no,no,female,$10k - $50k,silver,173,6,0
1036247,51,50s,management,married,high school,no,no,yes,male,$100k - $250k,platinum,53,0,0
1036248,29,20s,unemployed,divorced,high school,no,yes,no,female,Under $10k,silver,229,3,1
1036249,40,40s,technician,married,graduate,no,yes,no,female,$10k - $50k,silver,123,0,0
1036250,35,30s,management,married,graduate,no,no,no,male,Over $250k,platinum,82,1,0
1036251,55,50s,manufacturing,married,unknown,no,no,no,female,$10k - $50k,silver,101,1,0
1036252,41,40s,management,married,graduate,no,yes,no,female,$100k - $250k,platinum,72,1,1
1036253,56,50s,retired,single,graduate,no,yes,yes,female,$100k - $250k,platinum,55,0,0
1036254,38,30s,management,single,high school,no,yes,no,female,Over $250k,platinum,67,0,0
1036255,55,50s,consulting,single,graduate,no,no,no,female,$10k - $50k,silver,166,0,0
1036256,49,40s,manufacturing,married,graduate,no,no,yes,male,Over $250k,platinum,89,1,0
1036257,55,50s,consulting,married,graduate,no,yes,no,female,Over $250k,platinum,72,1,0
1036258,39,30s,entrepreneur,divorced,high school,yes,no,no,female,$100k - $250k,platinum,85,0,0
1036259,58,50s,manufacturing,married,college,no,yes,no,female,$100k - $250k,platinum,100,2,0
1036260,31,30s,manufacturing,single,graduate,no,no,yes,female,$10k - $50k,silver,57,0,0
1036261,38,30s,manufacturing,married,college,no,no,no,female,$100k - $250k,platinum,139,2,0
1036262,36,30s,manufacturing,single,high school,no,yes,no,female,Over $250k,platinum,6,0,0
1036263,30,30s,manufacturing,single,graduate,no,no,no,male,$50k - $100k,gold,52,2,0
1036264,57,50s,administration,divorced,college,no,yes,yes,female,$10k - $50k,silver,351,4,1
1036265,32,30s,technician,single,high school,no,no,no,female,$10k - $50k,silver,159,2,0
1036266,55,50s,consulting,married,graduate,no,no,yes,female,$50k - $100k,gold,102,1,0
1036267,29,20s,administration,divorced,graduate,no,yes,no,female,$10k - $50k,silver,283,3,1
1036268,30,30s,management,married,high school,no,yes,yes,male,$10k - $50k,silver,54,2,0
1036269,44,40s,unemployed,married,graduate,no,no,no,female,$50k - $100k,gold,57,2,0
1036270,59,50s,manufacturing,divorced,graduate,no,yes,no,female,$50k - $100k,gold,329,4,1
1036271,57,50s,unknown,married,college,no,no,no,male,$100k - $250k,platinum,155,8,0
1036272,20,20s,student,single,graduate,no,no,no,female,$50k - $100k,gold,6,9,0
1036273,50,50s,manufacturing,divorced,college,no,yes,no,male,$50k - $100k,gold,264,4,1
1036274,36,30s,consulting,married,college,no,yes,no,female,$50k - $100k,gold,130,0,0
1036275,31,30s,self_employed,single,college,no,yes,no,female,$50k - $100k,gold,0,0,0
1036276,55,50s,consulting,single,graduate,no,yes,no,male,$100k - $250k,platinum,123,0,0
1036277,35,30s,management,married,graduate,yes,yes,no,male,Over $250k,platinum,96,1,0
1036278,38,30s,technician,married,graduate,no,no,yes,female,$100k - $250k,platinum,105,1,0
1036279,55,50s,technician,single,graduate,no,yes,no,female,$10k - $50k,silver,151,0,0
1036280,41,40s,self_employed,married,high school,no,yes,no,female,$50k - $100k,gold,156,0,0
1036281,28,20s,unemployed,divorced,high school,no,yes,no,female,Under $10k,silver,239,3,1
1036282,52,50s,consulting,married,graduate,no,yes,no,male,$100k - $250k,platinum,71,2,0
1036283,41,40s,administration,single,graduate,no,yes,no,female,$10k - $50k,silver,118,2,0
1036284,54,50s,technician,married,graduate,no,yes,no,female,Over $250k,platinum,92,0,0
1036285,29,20s,manufacturing,married,graduate,no,yes,no,male,$50k - $100k,gold,152,1,0
1036286,39,30s,manufacturing,married,graduate,no,no,no,male,$10k - $50k,silver,60,0,0
1036287,46,40s,unknown,married,college,no,no,no,female,$100k - $250k,platinum,68,5,0
1036288,20,20s,administration,divorced,high school,no,yes,no,female,$10k - $50k,silver,312,3,1
1036289,37,30s,manufacturing,single,graduate,no,yes,no,female,Over $250k,platinum,100,0,0
1036290,54,50s,manufacturing,divorced,graduate,no,yes,no,female,$50k - $100k,gold,329,4,1
1036291,55,50s,management,divorced,high school,no,yes,no,female,$50k - $100k,gold,227,4,1
1036292,24,20s,unemployed,divorced,graduate,no,yes,no,female,Under $10k,silver,333,3,1
1036293,53,50s,retired,divorced,graduate,no,yes,no,male,$100k - $250k,platinum,167,2,0
1036294,71,70s,retired,divorced,college,no,no,no,female,$50k - $100k,gold,108,9,0
1036295,59,50s,retired,single,graduate,no,yes,yes,male,$10k - $50k,silver,38,0,0
1036296,43,40s,self_employed,single,high school,no,yes,no,female,Over $250k,platinum,48,0,0
1036297,27,20s,administration,single,graduate,no,no,yes,male,$100k - $250k,platinum,143,1,0
1036298,33,30s,technician,married,graduate,no,no,no,female,Over $250k,platinum,11,1,0
1036299,35,30s,management,married,high school,no,yes,no,female,$100k - $250k,platinum,111,5,0
1036300,41,40s,management,single,high school,no,yes,no,female,Over $250k,platinum,95,0,0
1036301,58,50s,self_employed,divorced,graduate,no,yes,no,female,$50k - $100k,gold,299,4,1
